Id,Headline,Political,Sensationalism,Framing,Stereotyping
2382,राजनीतिक दलहरूबीच सहमतिको प्रयास जारी,0,0,0,0
2383,"नयाँ तथ्य सार्वजनिक: घटनापछि, उपभोक्ताले गुणस्तरहीन सामान बिक्री भइरहेको असन्तुष्टि गरे",0,0,1,0
2384,स्वास्थ्यकर्मीलाई सम्मान नगर्ने प्रवृत्तिमाथि चिन्ता,0,0,0,0
2385,नयाँ तथ्य सार्वजनिक: लोडसेडिङ फर्किएको हल्लाले उपभोक्तामा अनावश्यक त्रास ,0,1,0,0
2386,"छलफलपछि, ब्याजदर बढेपछि ऋणी व्यवसायी दबाबमा",0,0,0,0
2387,निर्वाचन तयारी सम्बन्धी योजना अघि बढाइने भएको छ,0,0,0,0
2388,वृद्ध नागरिकहरू ले बजेट बारे एउटै धारणा राख्ने भनाइ सार्वजनिक,0,0,0,0
2389,निर्णयपछि सडक विस्तारले वन क्षेत्रमा असर गर्ने वातावरणविद्को चेतावनी ,0,0,0,0
2390,निर्णयपछि कर बढेपछि उद्योगीले सरकारी नीतिप्रति असन्तुष्टि जनाए ,1,0,1,0
2391,"अनुगमनपछि, भन्सार दर बढेपछि आयातकर्ता चिन्तामा",0,0,0,0
2392,"नयाँ तथ्य सार्वजनिक: स्थानीय स्रोतका अनुसार, मोबाइल बैंकिङ बन्द हुँदा ग्राहकमा ठूलो अन्योल",0,0,0,0
2393,घटनाक्रममा महिला उद्यमीले स्थानीय उत्पादनको नयाँ बजार खोजिन् ,0,0,0,0
2394,"कृषि अनुदान वितरणमा पारदर्शिता माग, समस्या समाधान गर्न पहल थालिएको छ जनाइएको छ",0,0,0,0
2395,प्रदर्शनकारीमाथि प्रहरी कारबाहीपछि तनाव,0,0,0,0
2396,अनलाइन पढाइले दुर्गम क्षेत्रका विद्यार्थीलाई नयाँ अवसर ,0,0,0,0
2397,"पछिल्लो घटनाक्रम: बैठकपछि, फोहोरले नदीको अवस्था भयावह बनेको भन्दै चेतावनी",0,1,1,0
2398,नयाँ तथ्य सार्वजनिक: सत्तारूढ दलभित्र नेतृत्व परिवर्तनबारे छलफल सुरु ,0,0,0,0
2399,"नयाँ निर्णयसँगै, समावेशी नीतिको कार्यान्वयन कमजोर भएको अधिकारकर्मीको आरोप",0,0,1,0
2400,महँगी नियन्त्रणमा सरकारको नीति प्रभावकारी नभएको विज्ञको टिप्पणी,0,0,0,0
2401,"यसैबीच, सम्बन्धित निकायका अनुसार, सडक निर्माणको ढिलाइप्रति स्थानीय जनप्रतिनिधिमाथि दबाब",0,0,0,0
2402,"घटनाक्रममा पछिल्लो विवरणअनुसार, कामदारमाथि अन्याय भएको भन्दै उद्योग अगाडि प्रदर्शन",0,0,1,0
2403,नयाँ नीतिले अर्थतन्त्र क्षेत्रमा सकारात्मक प्रभाव पार्ने अपेक्षा,0,0,0,0
2404,घटनाक्रममा साइबर अपराधीको गिरोह सक्रिय भएको बताउँदै त्रास ,0,1,0,0
2405,नयाँ विवरणअनुसार स्थानीय विकास योजना भन्दै पक्षको दाबी,0,0,1,0
2406,प्रधानमन्त्रीमाथि प्रश्न उठाउनेलाई समर्थकको कडा जवाफ,1,0,0,0
2407,"छलफलपछि, सरकारले सार्वजनिक यातायात सुधारका लागि नयाँ कार्ययोजना स्वीकृत गर्‍यो",0,0,0,0
2408,"नयाँ निर्णयसँगै, वैदेशिक रोजगारीमा ठगी बढेको भन्दै परिवार चिन्तामा",0,0,1,0
2409,पछिल्लो घटनामा सरकारको नीतिविरुद्ध विद्यार्थी संगठनले प्रदर्शन गरे ,0,0,1,0
2410,"घटनाक्रममा बैठकपछि, सरकारले निःशुल्क औषधिको सूची विस्तार गर्ने तयारी गरेको छ",0,0,0,0
2411,"सिँचाइ आयोजना सम्पन्न गर्न स्थानीयले दबाब दिए, भोलिदेखि लागू गर्ने तयारी हुने अपेक्षा",0,0,0,0
2412,"घटनाक्रममा घटनापछि, सरकारले विद्युतीय बसका लागि अनुदान दिने घोषणा गर्‍यो",0,0,0,0
2413,"छलफलपछि, सिँचाइ आयोजना पूरा भएपछि खेतीयोग्य जमिन विस्तार हुने",0,0,0,0
2414,विपक्षीको कदमले सरकारलाई अप्ठ्यारोमा पार्‍यो,0,0,0,0
2415,कलेज शुल्क बढेपछि विद्यार्थी संगठन आन्दोलित ,0,0,0,0
2416,नयाँ तथ्य सार्वजनिक: अस्पतालको लामो लाइनले सेवाग्राहीलाई हैरान बनायो,0,0,0,0
2417,"नयाँ तथ्य सार्वजनिक: बैठकपछि, वन्यजन्तु संरक्षण बजेट कटौतीप्रति अभियन्ताको विरोध",0,0,1,0
2418,"छलफलपछि, राहत नपुगेपछि पीडितको आक्रोश चुलियो",0,1,1,0
2419,किसानले उखुको बक्यौता रकम पाउन फेरि आन्दोलन गर्नुपर्ने स्थिति,0,0,0,0
2420,किसानले उत्पादनको उचित मूल्य मागे; स्थानीय तहलाई आवश्यक निर्देशन दिइएको छ,0,0,0,0
2421,विपक्षी दृष्टिकोणमा महिला उद्यम कार्यक्रम को प्रभाव अपेक्षाभन्दा कमजोर हुन सक्छ,0,0,0,1
2422,श्रमिक आन्दोलनका कारण उत्पादन केही समय रोकियो ,0,0,0,0
2423,स्थानीय तहको विवरण: राहत ढिलो पुगेपछि पीडितको आक्रोश चुलियो ,0,1,1,0
2424,"किसानले उत्पादनको उचित मूल्य मागे, आगामी चरणमा समीक्षा गरिने को तयारी",0,0,0,0
2425,"यसैबीच, आज सार्वजनिक जानकारीअनुसार, सरकारले साना उद्योगलाई कर छुट दिने प्रस्ताव अघि बढायो",0,0,0,0
2426,पूर्वाधार सम्बन्धी भ्रामक सूचनाप्रति प्रशासनको चेतावनी,0,0,0,0
2427,विश्वविद्यालयले अनुसन्धान अनुदानको नयाँ मापदण्ड ल्यायो,0,0,0,0
2428,आलोचनापछि ऊर्जा परियोजना भन्दै पक्षको दाबी,0,0,1,0
2429,"अनुगमनपछि, साहित्य महोत्सवमा लेखकहरूले अभिव्यक्ति स्वतन्त्रताबारे बहस गरे",0,0,0,0
2430,सरकारले करको दायरा बढाएको भन्दै उद्योगी व्यवसायीहरूको विरोध प्रदर्शन,1,0,1,0
2431,"स्थानीय तहमा महिला खेलाडीले प्रतियोगितामा उत्कृष्ट प्रदर्शन गरे ,",0,0,0,0
2432,नयाँ चलचित्रले बक्स अफिसमा अप्रत्याशित सफलता पायो ,0,0,0,0
2433,"किसानले उत्पादनको उचित मूल्य मागे, प्रति सरोकारवालाले मिश्रित प्रतिक्रिया दिएका छन् का लागि पहल",0,0,0,0
2434,सार्वजनिक जग्गामा अवैध रूपमा निर्माण गरिएका संरचनाहरूमा महानगरको डोजर,0,0,0,0
2435,"निर्णयपछि घटनापछि, अपांगता भएका व्यक्तिका लागि सार्वजनिक सेवा पहुँच सुधार्ने योजना",0,0,0,0
2436,अनुगमनको क्रममा सरकारले साना उद्योगलाई कर छुट दिने प्रस्ताव अघि बढायो,0,0,0,0
2437,"पछिल्लो विवरणअनुसार, नयाँ विमानस्थल सञ्चालनमा आएपछि क्षेत्रीय सम्पर्क सहज",0,0,0,0
2438,भूकम्प जोखिम भएका भवनको प्राविधिक परीक्षण सुरु ,0,0,0,0
2439,"स्थानीय तहमा व्यापारीले माग घटेको भन्दै बिक्री कमजोर भएको जनाए ,",0,0,1,0
2440,"स्थानीय तहमा चुनावी प्रचारमा नेताहरूले मतदातासँग नयाँ प्रतिबद्धता जनाए,",0,0,0,0
2441,"यसैबीच, सरकारले आलोचनालाई बेवास्ता गर्दै योजना अघि बढाएको दाबी ",1,0,1,0
2442,आलोचनापछि स्वास्थ्य योजना बारे मिश्रित प्रतिक्रिया,0,0,1,0
2443,ताजा रिपोर्टअनुसार वातावरण संरक्षण योजना बारे थप अध्ययन आवश्यक,0,0,0,0
2444,"यसैबीच, आज सार्वजनिक जानकारीअनुसार, वन्यजन्तु संरक्षण बजेट कटौतीप्रति अभियन्ताको विरोध",0,0,1,0
2445,समर्थकहरूले युवा नीति लाई दीर्घकालीन उपलब्धिका रूपमा व्याख्या गरे,0,0,0,0
2446,"पछिल्लो घटनामा आज सार्वजनिक विवरणमा, औषधि खरिदमा अनियमितताको आरोपपछि छानबिन सुरु",0,0,0,0
2447,"स्थानीय तहमा नयाँ निर्णयसँगै, तरकारीको मूल्य घटेपछि उपभोक्तालाई केही राहत,",0,0,0,0
2448,"यसैबीच, पछिल्लो विवरणअनुसार, युवा पुस्ता मेहनत गर्नै नचाहने टिप्पणीप्रति आलोचना",0,0,1,0
2449,"किसानले उत्पादनको उचित मूल्य मागे, बारे मन्त्रालयले जानकारी दिएको छ जनाइएको छ",0,0,0,0
2450,वृद्ध नागरिकहरू को व्यवहारलाई बजेट सँग जोडेर गरिएको टिप्पणी विवादमा,0,0,0,0
2451,"किसानले उत्पादनको उचित मूल्य मागे, प्रति सरोकारवालाले मिश्रित प्रतिक्रिया दिएका छन् हुने अपेक्षा",0,0,0,0
2452,किसानले उत्पादनको उचित मूल्य मागे — सरोकारवालासँग परामर्श जारी,0,0,0,0
2453,स्थानीय तहको विवरण: शिक्षक अभावका कारण विद्यालयको नियमित पठनपाठन असर परेको ,0,0,0,0
2454,घटनाक्रममा सरकारले महिला व्यवसायीका लागि सहुलियत कर्जा विस्तार गर्‍यो ,0,0,0,0
2455,घटनाक्रममा प्रहरीको कारबाहीलाई स्थानीयले प्रभावकारी भने ,0,0,0,0
2456,"सरकारले नयाँ कृषि नीति कार्यान्वयन गर्ने तयारी, आगामी चरणमा समीक्षा गरिने का लागि पहल",0,0,0,0
2457,"पछिल्लो विवरणअनुसार, बेरोजगारी बढेपछि युवामा भविष्यबारे चिन्ता",0,0,0,0
2458,"बैठकपछि, सरकारले साना उद्योगलाई कर छुट दिने प्रस्ताव अघि थपेको छ",0,0,0,0
2459,विमानस्थल व्यवस्थापनमा लापरबाही भएको यात्रुको दाबी ,0,0,0,0
2460,"नयाँ निर्णयसँगै, बजार अनुगमनमा म्याद गुज्रेका खाद्य सामग्री भेटिए",0,0,0,0
2461,"स्थानीय विवरणअनुसार, स्थानीय बस सेवा विस्तार भएपछि यात्रुको समय बचत",0,0,0,0
2462,"छलफलपछि, महँगो उपचारका कारण परिवार ऋणमा डुबेको स्थानीयको असन्तुष्टि",0,0,1,0
2463,ग्रामीण समुदाय को व्यवहारलाई निर्वाचन तयारी सँग जोडेर गरिएको टिप्पणी विवादमा,0,0,0,0
2464,भन्सार दर बढेपछि आयातकर्ता चिन्तामा,0,0,0,0
2465,"घटनापछि, विद्यार्थीहरू अनुशासनहीन बन्दै गएको टिप्पणी विवादमा",0,0,0,1
2466,"नयाँ तथ्य सार्वजनिक: अनुगमनपछि, सडक विस्तारको काम सुस्त भएपछि ठेकेदारसँग स्पष्टीकरण माग",0,0,0,0
2467,"घटनाक्रममा बैठकपछि, सरकारले ऊर्जा निर्यात बढाउने लक्ष्य सार्वजनिक गर्‍यो",0,0,0,0
2468,"नयाँ तथ्य सार्वजनिक: बैठकपछि, वैदेशिक रोजगारीमा ठगी बढेको भन्दै परिवार चिन्तित",0,0,1,0
2469,स्थानीय तहको विवरण: सडक मर्मत ढिलो भएपछि स्थानीयले जनप्रतिनिधिसँग प्रश्न गरे ,0,0,0,0
2470,"यसैबीच, श्रमिकहरू काममा ढिलासुस्ती गर्ने आरोपप्रति युनियनको आपत्ति",0,0,0,0
2471,नीतिले स्वास्थ्य क्षेत्रलाई बेवास्ता गरेको आलोचना,0,0,1,0
2472,दुई प्रमुख दलबीच सहकार्यसम्बन्धी छलफल,0,0,0,0
2473,नयाँ तथ्य सार्वजनिक: वैदेशिक रोजगारीमा ठगी बढेको बताउँदै परिवार चिन्तित ,0,0,0,0
2474,"छलफलपछि, उद्योगीले कर नीतिले व्यवसाय धरापमा परेको बताए",0,0,0,0
2475,"यसैबीच, घटनापछि, धारामा पानी नआएपछि स्थानीय महिलाले विरोध बताए",0,0,1,0
2476,ताजा रिपोर्टअनुसार कृषि कार्यक्रम बारे थप अध्ययन आवश्यक,0,0,0,0
2477,आलोचनापछि डिजिटल सेवा विस्तार बारे मिश्रित प्रतिक्रिया,0,0,1,0
2478,सरकारको अर्थतन्त्र योजना सफल हुने मन्त्रीको दाबी,0,0,0,0
2479,निजी क्षेत्र सम्बन्धी पुरानो धारणा खाद्य सुरक्षा कार्यक्रम को बहसमा फेरि दोहोरियो,0,0,0,0
2480,"किसानले उत्पादनको उचित मूल्य मागे, सम्बन्धमा थप छलफल सुरु हुने अपेक्षा",0,0,0,0
2481,"कृषि अनुदान वितरणमा पारदर्शिता माग, भोलिदेखि लागू गर्ने तयारी बताइएको छ",0,0,0,0
2482,"घटनाक्रममा बैठकपछि, युवा कलाकारलाई अवसर नदिएको भन्दै आयोजकमाथि प्रश्न",0,0,1,0
2483,"स्थानीय तहमा आज सार्वजनिक विवरणमा, शिक्षक अभावले कक्षा सञ्चालनमा समस्या,",0,0,0,0
2484,ठगीको खबर फैलिएपछि सामाजिक सञ्जालमा हल्ला ,0,0,0,0
2485,"बैठकपछि, औषधि नपाएपछि बिरामीका आफन्त अस्पताल प्रशासनसँग आक्रोशित",0,1,1,0
2486,आर्थिक नीतिले देशलाई गलत दिशातर्फ लैजाँदै गरेको विपक्षीको आरोप,0,0,1,0
2487,सामाजिक सञ्जालको दुरुपयोग बढेपछि नियमन गर्न नयाँ कानुन आउँदै,0,0,0,0
2488,"पछिल्लो घटनाक्रम: स्थानीय विवरणअनुसार, स्वास्थ्यकर्मीमाथि दुर्व्यवहार बढेको भन्दै सुरक्षा माग",0,0,1,0
2489,"नयाँ तथ्य सार्वजनिक: घटनापछि, पानीको अभावले गाउँका परिवारको दैनिकी प्रभावित",0,0,0,0
2490,तस्करी नियन्त्रणमा सुरक्षा निकायले सफलता पाएको दाबी,0,0,0,0
2491,कृषि अनुदान वितरणमा पारदर्शिता माग : प्रति सरोकारवालाले मिश्रित प्रतिक्रिया दिएका छन्,0,0,0,0
2492,पछिल्लो घटनाक्रम: सुक्खा बढेपछि खानेपानीको माग चुलियो ,0,1,0,0
2493,नक्कली शैक्षिक प्रमाणपत्र बनाएर जागिर खाने कर्मचारीमाथि अख्तियारको कडा निगरानी,0,0,0,0
2494,"यसैबीच, घटनापछि, पर्यटकीय क्षेत्रमा आगन्तुक बढेपछि होटल व्यवसाय चलायमान",0,0,0,0
2495,"घटनाक्रममा स्थानीय विवरणअनुसार, स्वास्थ्य चौकीमा चिकित्सक नहुँदा ग्रामीण सेवाग्राही समस्यामा",0,0,0,0
2496,"सिँचाइ आयोजना सम्पन्न गर्न स्थानीयले दबाब दिए, समस्या समाधान गर्न पहल थालिएको छ हुने अपेक्षा",0,0,0,0
2497,"आज सार्वजनिक जानकारीअनुसार, स्थानीय बस सेवा विस्तार भएपछि यात्रुको समय बचत",0,0,0,0
2498,"निर्णयपछि नयाँ निर्णयसँगै, औषधि अभाव भएपछि बिरामीका आफन्तले अस्पताल प्रशासनसँग विरोध जनाए",0,0,1,0
2499,"सम्बन्धित निकायका अनुसार, स्वास्थ्यकर्मीलाई सम्मान नगर्ने प्रवृत्तिमाथि चिन्ता",0,0,0,0
2500,वृद्ध नागरिकहरू का मानिसहरू बजेट बाट सबैभन्दा बढी प्रभावित हुने दाबी,0,0,0,1
2501,"घटनाक्रममा स्थानीय स्रोतका अनुसार, मूल्य घट्ने अपेक्षामा ग्राहकले खरिद रोके",0,0,0,0
2502,"यसैबीच, अँध्यारो सडकमा दुर्घटनाको जोखिम बढेको स्थानीयको गुनासो ",0,0,0,0
2503,नयाँ विवरणअनुसार वातावरण संरक्षण योजना भन्दै पक्षको दाबी,0,0,1,0
2504,निर्णयपछि सरकारले साना उद्योगलाई कर छुट दिने प्रस्ताव अघि थपेको छ ,0,0,0,0
2505,नयाँ तथ्य सार्वजनिक: परम्परागत कलाकार आधुनिक प्रविधि प्रयोग गर्न नसक्ने टिप्पणी विवादमा ,0,0,0,0
2506,"यसैबीच, अनुगमनपछि, नगरपालिकाले नयाँ पार्क निर्माणको ठेक्का सम्झौता गर्‍यो",0,0,0,0
2507,"अनुगमनपछि, बाढीले खानेपानीको मुख्य पाइप बगाएपछि सेवा अवरुद्ध",0,0,0,0
2508,भन्सार दर बढेपछि आयातकर्ता चिन्तित ,0,0,0,0
2509,पछिल्लो घटनामा धारामा पानी नआएपछि स्थानीय महिलाले विरोध बताए ,0,0,1,0
2510,"घटनाक्रममा अनुगमनपछि, किसानलाई उचित मूल्य नदिएको भन्दै व्यापारीविरुद्ध गुनासो",0,0,1,0
2511,सरकारविरुद्ध सडकमा उत्रिन विपक्षीको आह्वान,0,0,1,0
2512,"पछिल्लो विवरणअनुसार, विपद् व्यवस्थापनमा सरकारको तयारी कमजोर भएको दाबी",0,0,1,0
2513,"आज सार्वजनिक जानकारीअनुसार, सरकारले सामाजिक सुरक्षा भत्ता समायोजन गर्ने तयारी",0,0,0,0
2514,"नयाँ तथ्य सार्वजनिक: पछिल्लो विवरणअनुसार, विद्युत् लाइन विस्तारपछि नयाँ बस्तीमा बिजुली पुग्यो",0,0,0,0
2515,स्थानीय बासिन्दाहरू लाई बजेट को मुख्य जिम्मेवार पक्षका रूपमा चित्रण,0,0,0,0
2516,कृषि बजारमा बिचौलियाको प्रभावबारे किसानको गुनासो — बारे मन्त्रालयले जानकारी दिएको छ,0,0,0,0
2517,पछिल्लो घटनाक्रम: अधिकारकर्मीले समावेशी नीति कार्यान्वयन कमजोर भएको जनाए ,0,0,1,0
2518,"अनुगमनपछि, औषधि नपाउँदा बिरामीका आफन्तले आकस्मिक विरोध गरे",0,0,1,0
2519,स्थानीय तहको विवरण: फोहोरको थुप्रो देखेर स्थानीयमा आक्रोश ,0,0,1,0
2520,घटनाक्रममा सौर्य ऊर्जाको प्रयोग बढाउन स्थानीय तहको योजना ,0,0,0,0
2521,अनलाइन ठगी बढेपछि ग्राहकमा ठूलो त्रास,0,1,0,0
2522,"यसैबीच, सम्बन्धित निकायका अनुसार, सरकारले साना उद्योगलाई कर छुट दिने प्रस्ताव अघि थपेको छ",0,0,0,0
2523,निर्णयपछि सिँचाइ सुविधा पुगेपछि बाँझो जमिनमा खेती सुरु ,0,0,0,0
2524,"निर्णयपछि छलफलपछि, ठेकेदारको लापरबाहीले आयोजना वर्षौँदेखि अधुरो",0,0,0,0
2525,"स्थानीय विवरणअनुसार, महँगो उपचारका कारण परिवार ऋणमा डुबेको स्थानीयको गुनासो",0,0,0,0
2526,घटनाक्रममा सहकारीको रकम हिनामिना भएको दाबीमा अनुसन्धान अघि बढ्यो ,0,0,0,0
2527,स्थानीय युवाले गाउँमा पुस्तकालय स्थापना गरे,0,0,0,0
2528,"सम्बन्धित निकायका अनुसार, व्यापारीले माग घटेको भन्दै बिक्री कमजोर भएको जनाए",0,0,1,0
2529,विमानस्थल व्यवस्थापनमा लापरबाही भएको यात्रुको दाबी,0,0,0,0
2530,"पछिल्लो विवरणअनुसार, विद्युत् चुहावट नियन्त्रण गर्न नयाँ अभियान",0,0,0,0
2531,"छलफलपछि, परीक्षा प्रश्नपत्र चुहावटको खबरले शैक्षिक क्षेत्रमा हलचल",0,0,0,0
2532,अँध्यारो सडकमा दुर्घटनाको जोखिम बढेको स्थानीयको असन्तुष्टि ,0,0,1,0
2533,अर्थतन्त्र क्षेत्रमा सरकार असफल भएको विपक्षीको आरोप,1,0,0,0
2534,निर्णयपछि पहिरोले गाउँको बाटो काटेपछि जनजीवन असर परेको,0,0,0,0
2535,"पछिल्लो घटनामा आज सार्वजनिक विवरणमा, अवैध काठ कटानी रोक्न वन कार्यालयले निगरानी बढायो",0,0,0,0
2536,नीतिले अर्थतन्त्र क्षेत्रलाई बेवास्ता गरेको आलोचना,0,0,1,0
2537,समर्थकहरूले निर्वाचन तयारी लाई दीर्घकालीन उपलब्धिका रूपमा व्याख्या गरे,0,0,0,0
2538,"पछिल्लो विवरणअनुसार, वृद्धहरूलाई डिजिटल स्वास्थ्य सेवा प्रयोग गर्न कठिन भएको असन्तुष्टि",0,0,1,0
2539,"स्थानीय विवरणअनुसार, ट्याक्सी चालकले नयाँ नियमप्रति असन्तुष्टि बताए",0,0,1,0
2540,ताजा रिपोर्टअनुसार शिक्षा नीति भन्दै आलोचकको प्रतिक्रिया,0,0,1,0
2541,निर्णयपछि ट्याक्सी चालकले नयाँ नियमप्रति असन्तुष्टि जनाए ,0,0,1,0
2542,"बैठकपछि, महिला खेलाडीले प्रतियोगितामा उत्कृष्ट प्रदर्शन गरिन्",0,0,0,0
2543,"स्थानीय तहको विवरण: छलफलपछि, वन कार्यालयले अवैध काठ कटानी नियन्त्रणका लागि गस्ती थपेको छ",0,0,0,0
2544,युवा कलाकारलाई अवसर नदिएको भन्दै आयोजकमाथि प्रश्न ,0,0,1,0
2545,प्रहरीले साइबर अपराधविरुद्ध विशेष अभियान सुरु गरेको छ,0,0,1,0
2546,"अनुगमनपछि, अस्पतालको लापरबाहीले बिरामीको ज्यान जोखिममा परेको आरोप",0,0,0,0
2547,"किसानले उत्पादनको उचित मूल्य मागे, कार्यान्वयनका लागि कार्यदल गठन को तयारी",0,0,0,0
2548,"घटनापछि, रेल ढिलो भएपछि यात्रुमा असन्तुष्टि",0,0,1,0
2549,"पछिल्लो घटनाक्रम: सम्बन्धित निकायका अनुसार, स्वास्थ्यकर्मीमाथि दुर्व्यवहार बढेको बताउँदै सुरक्षा माग",0,0,0,0
2550,पुरुष नेताहरूले महिलाको आवाज दबाएको आरोप,1,0,0,0
2551,अन्ततः संसद् बैठक बारे आयो यस्तो ठूलो खबर!,0,0,0,0
2552,खेलाडी छनोटमा पक्षपात भएको बताउँदै प्रश्न,0,0,0,0
2553,आलोचनापछि खाद्य सुरक्षा कार्यक्रम बारे मिश्रित प्रतिक्रिया,0,0,1,0
2554,शिक्षा नीति मा सरकार र विपक्षबीच आरोप–प्रत्यारोप चर्कियो,1,1,0,0
2555,सिँचाइ सुविधा पुगेपछि बाँझो जमिनमा खेती सुरु ,0,0,0,0
2556,कर्मचारीहरू लाई बजेट को मुख्य जिम्मेवार पक्षका रूपमा चित्रण,0,0,1,0
2557,घटनाक्रममा शिकारी समूह पक्राउ परेपछि निकुञ्ज प्रशासन उत्साहित ,0,0,0,0
2558,पछिल्लो घटनाक्रम: अपराध बढेपछि शहरमा सुरक्षा चिन्ता ,0,0,0,0
2559,"स्थानीय तहमा नयाँ निर्णयसँगै, सडकमा एकपछि अर्को दुर्घटनाले यात्रुमा त्रास,",0,1,0,0
2560,कृषि बजारमा बिचौलियाको प्रभावबारे किसानको गुनासो — समस्या समाधान गर्न पहल थालिएको छ,0,0,0,0
2561,रोजगारी योजना मा सरकार र विपक्षबीच आरोप–प्रत्यारोप चर्कियो,1,1,0,0
2562,घटनाक्रममा पर्यटकको भीडले प्रमुख गन्तव्यमा मच्चियो ठूलो हलचल ,0,1,0,0
2563,"घटनापछि, पर्यटकहरू स्थानीय नियम पालना नगर्ने गरेको दाबी",0,0,0,0
2564,नयाँ तथ्य सार्वजनिक: नयाँ पुल सञ्चालनमा आएपछि दुई जिल्लाबीच आवागमन सहज ,0,0,0,0
2565,नयाँ आर्थिक नीतिले व्यवसायीलाई ठूलो झट्का,0,0,0,0
2566,"पछिल्लो विवरणअनुसार, तरकारी व्यापारीमाथि कालोबजारीको आरोप",0,0,0,0
2567,सार्वजनिक तथ्यांकअनुसार पूर्वाधार आयोजना भन्दै आलोचकको प्रतिक्रिया,0,0,1,0
2568,"नयाँ निर्णयसँगै, शहरको मुख्य चोकमा ट्राफिक जामले यात्रु हैरान",0,0,0,0
2569,खेलाडीलाई कमजोर ठान्ने टिप्पणीपछि प्रशिक्षक विवादमा ,0,0,0,0
2570,नयाँ तथ्य सार्वजनिक: सरकारले विद्युतीय बसका लागि अनुदान दिने घोषणा गर्‍यो,0,0,0,0
2571,"स्थानीय तहमा बैठकपछि, युवा पुस्ता मेहनतबाट भागिरहेको टिप्पणीप्रति विरोध,",0,0,1,0
2572,"अनुगमनको क्रममा घटनापछि, सरकारले डिजिटल सुरक्षा नीति सार्वजनिक गर्‍यो",0,0,0,0
2573,पछिल्लो घटनामा आकस्मिक सेवामा ढिलाइ हुँदा बिरामीको अवस्था गम्भीर ,0,0,0,0
2574,पछिल्लो घटनामा सहकारीको रकम हिनामिना भएको आरोपमा अनुसन्धान अघि बढ्यो ,0,0,0,0
2575,"छलफलपछि, सडक बत्ती नहुँदा राति हिँड्न जोखिम बढेको स्थानीयको असन्तुष्टि",0,0,1,0
2576,नयाँ निर्णयले कृषि क्षेत्रमा ठूलो परिवर्तन ल्याउने दाबी,0,0,0,0
2577,"यसैबीच, बैठकपछि, स्थानीय अस्पतालमा नयाँ एम्बुलेन्स सेवा थपियो",0,0,0,0
2578,"अनुगमनको क्रममा सम्बन्धित निकायका अनुसार, प्रहरीमाथि अधिकार दुरुपयोग गरेको दाबी",0,0,1,0
2579,स्थानीय बासिन्दाहरू का मानिसहरू खाद्य सुरक्षा कार्यक्रम बाट सबैभन्दा बढी प्रभावित हुने दाबी,0,0,0,0
2580,"यसैबीच, पछिल्लो विवरणअनुसार, कलाकारलाई आलोचना सहन नसक्ने भन्दै सामाजिक सञ्जालमा टिप्पणी",0,0,1,0
2581,"पछिल्लो विवरणअनुसार, अवैध वन फँडानी रोक्न गस्ती थपिएको छ",0,0,0,0
2582,ताजा रिपोर्टअनुसार महिला उद्यम कार्यक्रम बारे मिश्रित प्रतिक्रिया,0,0,0,0
2583,"स्थानीय तहको विवरण: अनुगमनपछि, सवालपत्र चुहावटको खबरले शिक्षाक्षेत्रमा सनसनी",0,1,0,0
2584,"बैठकपछि, भन्सार दर बढेपछि आयातकर्ता चिन्तित",0,0,0,0
2585,"स्थानीय तहमा आज सार्वजनिक विवरणमा, औषधि खरिदमा अनियमितताको आरोपपछि छानबिन सुरु,",0,0,0,0
2586,"नयाँ तथ्य सार्वजनिक: नयाँ निर्णयसँगै, नदी सफाइ अभियानमा स्थानीय विद्यालयका विद्यार्थी सहभागी",0,0,0,0
2587,"घटनापछि, सरकारले सार्वजनिक यातायात सुधारका लागि नयाँ कार्ययोजना स्वीकृत गर्‍यो",0,0,0,0
2588,युवा कलाकारलाई अवसर नदिएको भन्दै आयोजकमाथि सवाल ,0,0,1,0
2589,"स्थानीय विवरणअनुसार, लामो विद्युत् अवरोधले उद्योगमा ठूलो क्षति",0,0,0,0
2590,"घटनापछि, प्रहरीको कारबाहीलाई स्थानीयले प्रभावकारी भने",0,0,0,0
2591,"स्थानीय तहमा पछिल्लो विवरणअनुसार, स्थानीय कलाकारको प्रदर्शनीमा दर्शकको उत्साहजनक सहभागिता,",0,0,0,0
2592,आलोचनापछि सहरी विकास योजना बारे बहस सुरु,0,0,1,0
2593,सडक विस्तारका नाममा घरजग्गा गुमाउने पीडितहरू न्याय माग्दै सडकमा,0,0,0,0
2594,"अनुगमनपछि, सरकारले साना उद्योगलाई कर छुट दिने प्रस्ताव अघि थपेको छ",0,0,0,0
2595,सरकारको निर्णयविरुद्ध देशव्यापी आक्रोश,1,0,1,0
2596,सार्वजनिक तथ्यांकअनुसार निर्वाचन तयारी भन्दै पक्षको दाबी,0,0,1,0
2597,"अनुगमनपछि, रेल सेवा विस्तार गर्ने सरकारको दीर्घकालीन योजना",0,0,0,0
2598,साना उद्यमीहरू सम्बन्धी पुरानो धारणा स्वास्थ्य योजना को बहसमा फेरि दोहोरियो,0,0,0,0
2599,प्रदूषण नियन्त्रण गर्न असफल भएको भन्दै वातावरणविद्हरूद्वारा सरकारको आलोचना,1,0,1,0
2600,"आज सार्वजनिक जानकारीअनुसार, बाढीपछि सयौँ परिवार विस्थापित",0,0,0,0
2601,पूर्वाधार समस्या बढेपछि स्थानीयवासी चिन्तित,0,0,0,0
